OBJECTID,Shape,id_compraventa,ano,coordenada_x,coordenada_y,nombre_compraventa,comuna_correg,barrio,direccion,tipo_compraventa,clasificacion_compraventa,tiempo_actividad_meses,dest_res_peligrosos,componentes_capacitado,entidades_capacitadoras,capacitado_ot_programas,cual_ot_programa,calidad_materiales,lunes,martes,miercoles,jueves,viernes,sabado,domingo,recoleccion_domicilio,compraventa_movil,compra_vende_almacena,beneficio,transf_materiaprima,transf_productermi,carro,motocarro,camioneta,camion,personal_contratado,personas_contratadas,f_diligenciamiento,Country
112,"(4715655.188900001, 2249722.6307000015)",2178,2012,4715655.189,2249722.631,Excedentes La Espereanza,Comuna 10 La Candelaria,Estaci�n Villa,CL 53   54   58,Formal,Compra y Venta de material,120,No los manejan.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,No,No,No,Si,10,11/2/2012 10:22,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"(4709508.594, 2250082.7140999995)",2180,2012,4709508.594,2250082.714,Juan Alberto Yepes,Comuna 13 San Javier,El Salado,CL 43   115 A  107,Informal,Compra y Venta de material,96,NR.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,0,11/2/2012 12:52,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"(4711870.020300001, 2250760.0560000017)",2181,2012,4711870.02,2250760.056,Excedentes La Mina,Comuna 13 San Javier,Santa Rosa de Lima,CR 86 B  49 DD  44,Formal,Compra y Venta de material,96,No los manipulan.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,1,11/2/2012 13:03,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"(4710812.709200001, 2251356.5699000005)",2182,2012,4710812.709,2251356.57,Chatarrer�a Mu�oz,Comuna 13 San Javier,Juan XXIII La Quiebra,CL 49   99 F  7,Formal,Compra y Venta de material,24,No los Manejan.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,No,No,No,Si,7,11/2/2012 13:12,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"(4710525.852100001, 2250404.4811000004)",2183,2012,4710525.852,2250404.481,Ferreter�a Y El�ctricos,Comuna 13 San Javier,El Socorro,CL 48 A  101   87,Formal,Compra y Venta de material,4,No los manipulan.,Todos los anteriores,"Colegio Mayor de Antioquia , Universidad de Medell�n, Codesarrollo , Secretar�a de Medio Ambiente de Medell�n y la Universidad de Antioquia.",No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Si,No,No,No,0,11/2/2012 13:22,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"(4711575.575200002, 2249622.689500002)",2185,2012,4711575.575,2249622.69,Centro de Reciclaje 13parar,Comuna 12 La Am�rica,El Danubio,CL 44   90   16,Formal,Compra y Venta de material,5,"No los manipulan, ni los compran.",Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,Si,2,11/2/2012 13:48,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"(4713753.8619, 2249236.6609000005)",2186,2012,4713753.862,2249236.661,Compraventa La Am�rica,Comuna 11 Laureles Estadio,Naranjal,CL 44   69   49,Formal,Compra y Venta de material,60,No los manejan.,Ninguna,NR.,No,NR.,Regulares,No,Si,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,No,Si,Si,Si,1,11/2/2012 13:54,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"(4715326.060400002, 2248366.2377000023)",2188,2012,4715326.06,2248366.238,Luis Enrique Ciro Ceballos,Comuna 10 La Candelaria,Calle Nueva,CR 53   40   12,Formal,Compra y Venta de material,60,No los reciben.,Todos los anteriores,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,No,No,No,Si,13,11/2/2012 14:01,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"(4715730.6093, 2248482.8643999994)",2193,2012,4715730.609,2248482.864,Excedentes Juanro,Comuna 10 La Candelaria,Barrio Colon,CR 48   42   13,Formal,Compra y Venta de material,60,Los deposita en la caneca de la basura.,Empresarial,Comfenalco.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,Si,No,No,No,No,No,No,Si,2,11/2/2012 14:21,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"(4715245.1977, 2248182.5755000003)",2194,2012,4715245.198,2248182.576,Excedentes Matfundi,Comuna 10 La Candelaria,Calle Nueva,CR 53   38   16,Formal,Compra y Venta de material,24,Los deposita en la caneca de la basura.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,4,11/2/2012 14:28,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"(4716447.468300001, 2252194.4328000024)",2206,2012,4716447.468,2252194.433,Juan Leandro Arias Castro,Comuna 4 Aranjuez,Miranda,CL 82   51 C  9,Formal,Compra y Venta de material,120,Los deposita en la caneca de la basura.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,3,11/2/2012 14:53,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"(4716549.4597000005, 2252195.3236999996)",2207,2012,4716549.46,2252195.324,Pl�sticos A y S,Comuna 4 Aranjuez,Miranda,CL 82   51   30,Formal,Transformaci�n,48,Los deposita en la caneca de la basura.,Empresarial,Industrias Estra S.A.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,Si,No,No,No,No,Si,5,11/2/2012 15:09,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"(4716394.8315, 2252249.899000002)",2208,2012,4716394.832,2252249.899,Excedentes Cuatro Bocas,Comuna 4 Aranjuez,Miranda,CR 52   82   31,Formal,Compra y Venta de material,36,NR.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,2,11/2/2012 15:18,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"(4716560.608100001, 2251949.9859000016)",2210,2012,4716560.608,2251949.986,Chatarrer�a Campo Vald�s,Comuna 4 Aranjuez,Miranda,CR 51   79   49,Formal,Compra y Venta de material,144,Los deposita en la caneca de la basura.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,Si,No,Si,No,No,Si,Si,Si,4,11/2/2012 15:36,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"(4715335.7323, 2248968.0171000026)",2212,2012,4715335.732,2248968.017,Abelardo Rodr�guez,Comuna 10 La Candelaria,Guayaquil,CL 45   54   39,Formal,Compra y Venta de material,408,Los deposita en la caneca de la basura.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,1,49:06.0,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"(4715296.839700001, 2248880.6941)",2213,2012,4715296.84,2248880.694,Compraventa de Cajas de Cart�n,Comuna 10 La Candelaria,Guayaquil,CL 44   54   36,Formal,Compra y Venta de material,120,Los deposita en la caneca de la basura.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,1,11/2/2012 15:56,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"(4715263.988100001, 2248954.5271000005)",2214,2012,4715263.988,2248954.527,Excedentes Mu�oz,Comuna 10 La Candelaria,Guayaquil,CR 55   44 A  12,Formal,"Compra, Venta y Beneficio",324,Los deposita en la caneca de la basura.,Todos los anteriores,Coomateriales.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,No,No,No,No,Si,26,11/2/2012 16:04,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"(4715272.657, 2248976.904400002)",2215,2012,4715272.657,2248976.904,Metexcol,Comuna 10 La Candelaria,Guayaquil,CR 55   44 A  36,Formal,Compra y Venta de material,336,Los deposita en la caneca de la basura.,Todos los anteriores,Universidad de Antioquia.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,No,Si,1,11/2/2012 16:10,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"(4715286.1875, 2248899.120100001)",2216,2012,4715286.188,2248899.12,Chatarrer�a Heriberto Cano,Comuna 10 La Candelaria,Guayaquil,CL 44 A  54   53,Formal,Compra y Venta de material,84,NR.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,Si,No,No,No,Si,2,11/2/2012 16:20,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"(4715274.2497, 2248903.6082000006)",2217,2012,4715274.25,2248903.608,Coomateriales,Comuna 10 La Candelaria,Guayaquil,CL 44 A  54   61,Formal,Compra y Venta de material,96,Los deposita en la caneca de la basura.,Todos los anteriores,Mundial de Reciclaje.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,5,11/2/2012 16:26,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"(4715290.4251, 2249093.5252)",2218,2012,4715290.425,2249093.525,Bodega de Chatarra Hincapi� Ru�z,Comuna 10 La Candelaria,Guayaquil,CR 55   45 A  7,Informal,Compra y Venta de material,504,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,Si,1,10/31/2012 21:36,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"(4714886.9761, 2249016.2037000004)",2225,2012,4714886.976,2249016.204,Excedentes J.R.S,Comuna 10 La Candelaria,Coraz�n de Jesus,CR 59   44   29,Formal,Compra y Venta de material,84,No los recolectan.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,No,No,No,No,Si,No,No,No,No,No,No,No,Si,4,10/31/2012 21:58,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"(4715048.817000001, 2249125.7325)",2226,2012,4715048.817,2249125.733,Excedentes M.S.C,Comuna 10 La Candelaria,Coraz�n de Jesus,CR 58   45   28,Informal,Compra y Venta de material,72,No los recolecta.,Ambiental,Transforma.,Si,Cooperativismo,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,1,10/31/2012 22:14,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"(4716294.528700001, 2251791.2430000007)",2227,2012,4716294.529,2251791.243,El Amigazo,Comuna 4 Aranjuez,Moravia,CR 52   77   13,Informal,Compra y Venta de material,360,No los recolecta.,Empresarial,Municipio de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,Si,Si,Si,1,10/31/2012 22:31,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"(4716060.537800002, 2252018.562300002)",2228,2012,4716060.538,2252018.562,J�sica Usuga Montoya,Comuna 4 Aranjuez,Moravia,CL 77   55 B  38,Informal,Compra y Venta de material,60,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,Si,Si,No,0,10/31/2012 22:51,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"(4716081.629800001, 2251994.569599999)",2229,2012,4716081.63,2251994.57,Excedentes D.C,Comuna 4 Aranjuez,Moravia,CL 77   55 B  10,Formal,Compra y Venta de material,24,No los recolecta.,Organizacional,Municipio de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,Si,Si,Si,3,10/31/2012 23:01,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"(4715860.599900002, 2249970.412700003)",2230,2012,4715860.6,2249970.413,Dep�sito Cocha,Comuna 10 La Candelaria,Estaci�n Villa,CR 53   56   44,Formal,Compra y Venta de material,192,No los recolectan.,Todos los anteriores,"Municipio de Medell�n, Recimed y  Cooperativa Recuperar.",No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,10/31/2012 23:13,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"(4715871.1956, 2250000.300300002)",2231,2012,4715871.196,2250000.3,Chatarrrer�a Choncho,Comuna 10 La Candelaria,Estaci�n Villa,CR 53   56   72,Formal,Transformaci�n,120,No los recolectan.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,No,Si,Si,No,Si,No,No,No,Si,20,11/1/2012 22:37,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"(4715871.394000001, 2249991.779500002)",2232,2012,4715871.394,2249991.78,La Fragua,Comuna 10 La Candelaria,Estaci�n Villa,CR 53   56   60,Formal,Compra y Venta de material,84,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/1/2012 22:52,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"(4715665.320200001, 2250086.2532)",2233,2012,4715665.32,2250086.253,Augusto Cesar Aguirre Alzate,Comuna 10 La Candelaria,Estaci�n Villa,CL 57   54   104,Formal,Compra y Venta de material,1,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,Si,No,No,No,Si,1,11/1/2012 23:04,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"(4716232.231500001, 2251852.746200001)",2234,2012,4716232.232,2251852.746,Recuperadora Sembrando Futuro,Comuna 4 Aranjuez,Moravia,CL 77   53   40,Formal,Compra y Venta de material,8,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,1,11/1/2012 23:15,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"(4715418.351399999, 2251905.8289)",2235,2012,4715418.351,2251905.829,Chatarrer�a La 64C,Comuna 5 Castilla,Caribe,CR 64 C  75   10,Formal,Compra y Venta de material,12,No los recolecta.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,3,11/1/2012 23:27,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"(4715670.415600001, 2250085.3384000026)",2237,2012,4715670.416,2250085.338,Recuperadora La 57,Comuna 10 La Candelaria,Estaci�n Villa,CL 57   54   96,Formal,Compra y Venta de material,156,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,0,11/2/2012 16:28,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"(4715676.6104000015, 2250084.2882000003)",2238,2012,4715676.61,2250084.288,Remates Excedentes La Zaga,Comuna 10 La Candelaria,Estaci�n Villa,CL 57   54   88,Informal,Compra y Venta de material,12,NR.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,Si,No,No,No,Si,2,11/2/2012 16:48,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"(4715822.9048, 2250032.6652000025)",2239,2012,4715822.905,2250032.665,Chatarrer�a Cosmos,Comuna 10 La Candelaria,Estaci�n Villa,CL 57   53   31,Informal,Compra y Venta de material,60,Los deposita en la caneca de la basura.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,6,11/2/2012 16:59,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"(4715821.4599, 2249947.6744)",2240,2012,4715821.46,2249947.674,Bodega de Reciclaje La 56,Comuna 10 La Candelaria,Estaci�n Villa,CL 56   53   22,Formal,"Compra, Venta y Beneficio",2,NR.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,Si,No,No,No,No,No,No,Si,2,11/2/2012 17:09,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"(4715048.4436, 2249106.574699998)",2241,2012,4715048.444,2249106.575,Excedentes Industriales J.G,Comuna 10 La Candelaria,Coraz�n de Jesus,CL 45   57 A  36,Formal,Compra y Venta de material,240,NR.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,3,11/2/2012 17:18,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"(4715267.7919, 2249061.996200001)",2246,2012,4715267.792,2249061.996,Excedentes Los Primos,Comuna 10 La Candelaria,Guayaquil,CL 45 A  55   21,Formal,Compra y Venta de material,48,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,No,Si,No,Si,Si,No,Si,No,Si,No,No,No,No,No,Si,Si,No,0,11/2/2012 17:08,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"(4715279.0907000005, 2249041.2916)",2247,2012,4715279.091,2249041.292,Comercializadora Crazy Metal S.A.S,Comuna 10 La Candelaria,Guayaquil,CR 55   45   37,Informal,Compra y Venta de material,48,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,No,0,11/2/2012 17:20,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"(4715783.6313000005, 2250054.2864000015)",2248,2012,4715783.631,2250054.286,Remates Chaverra,Comuna 10 La Candelaria,Estaci�n Villa,CL 57   53   70,Informal,Compra y Venta de material,96,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/2/2012 17:29,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"(4715845.141500001, 2249999.3275000043)",2249,2012,4715845.142,2249999.328,Excedentes Industriales G.R,Comuna 10 La Candelaria,Estaci�n Villa,CR 53   56   65,Formal,Compra y Venta de material,72,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,Si,Si,Si,5,11/2/2012 17:38,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"(4715880.719400001, 2249947.8751)",2250,2012,4715880.719,2249947.875,Laura Hern�ndez,Comuna 10 La Candelaria,Estaci�n Villa,CL 56   52   70,Formal,Compra y Venta de material,120,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,3,11/2/2012 17:46,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"(4715801.328600001, 2250322.0933000036)",2251,2012,4715801.329,2250322.093,Sa�l An�bal Cuello Rold�n,Comuna 10 La Candelaria,Jesus Nazareno,CR 54   59   73,Informal,Compra y Venta de material,3,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,Si,Si,Si,2,11/2/2012 17:53,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"(4716033.648600002, 2248354.9618000016)",2252,2012,4716033.649,2248354.962,Reciclaje Dar,Comuna 10 La Candelaria,Las Palmas,CR 44   42   18,Informal,Compra y Venta de material,240,No los recolecta.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,Si,No,No,No,Si,1,11/2/2012 18:02,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"(4716119.5376, 2248663.1448000018)",2253,2012,4716119.538,2248663.145,Real Sociedad,Comuna 10 La Candelaria,Barrio Colon,CR 44   44   101,Formal,Compra y Venta de material,48,No los compran.,Organizacional,Cooperativa Recuperar.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,Si,7,11/2/2012 12:04,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"(4716055.4365, 2248504.5215000007)",2254,2012,4716055.437,2248504.522,Fabi�n Rodr�guez,Comuna 10 La Candelaria,Las Palmas,CR 44   43   77,Formal,Compra y Venta de material,240,No los compran.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,No,Si,4,11/2/2012 12:11,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"(4716125.2223000005, 2248604.9987000003)",2255,2012,4716125.222,2248604.999,Camilo G�mez,Comuna 10 La Candelaria,Barrio Colon,CR 44   44   51,Informal,Compra y Venta de material,7,No se compra.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,Si,1,11/2/2012 12:21,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"(4715881.967, 2248489.3369999994)",2260,2012,4715881.967,2248489.337,Recuperadora Ambiental de Papeles y Metales,Comuna 10 La Candelaria,Barrio Colon,CR 46   42   70,Formal,Compra y Venta de material,60,No los compran.,Ninguna,NR.,No,NR.,Malos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,3,11/2/2012 12:31,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"(4715770.8552, 2250015.329)",2262,2012,4715770.855,2250015.329,Luis Alfonso Saldarriaga Duque,Comuna 10 La Candelaria,Estaci�n Villa,CR 54   56   70,Formal,Compra y Venta de material,120,No los compran.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,2,11/2/2012 12:26,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"(4715816.7882, 2250047.6646999996)",2263,2012,4715816.788,2250047.665,Materiales ACH,Comuna 10 La Candelaria,Estaci�n Villa,CL 57   53   40,Formal,Compra y Venta de material,72,No los compran.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,1,11/2/2012 12:36,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"(4715788.165100001, 2250083.7535000015)",2264,2012,4715788.165,2250083.754,Excedentes Monable,Comuna 10 La Candelaria,Estaci�n Villa,CR 54   57   48,Formal,Compra y Venta de material,84,No los compran.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,No,0,11/2/2012 12:43,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"(4715640.560900002, 2250033.0254000016)",2265,2012,4715640.561,2250033.025,Bralco,Comuna 10 La Candelaria,Estaci�n Villa,CL 57   54   121,Formal,Compra y Venta de material,84,No los compra.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,3,11/2/2012 12:50,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"(4715863.027200002, 2250000.6001000013)",2266,2012,4715863.027,2250000.6,Chatarreria Robin,Comuna 10 La Candelaria,Estaci�n Villa,CR 53   56   67,Formal,Compra y Venta de material,14,No los compran.,Ninguna,NR.,Si,Salud ocupacional.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,Si,No,No,No,No,0,11/2/2012 13:01,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"(4715943.860200001, 2248520.352600001)",2267,2012,4715943.86,2248520.353,Compraventa RH,Comuna 10 La Candelaria,Barrio Colon,CL 43   45   11,Formal,Compra y Venta de material,24,No los compra.,Ninguna,NR.,No,NR.,Malos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,4,11/2/2012 13:16,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"(4712273.2261, 2245259.5503000002)",2268,2012,4712273.226,2245259.55,Chatarrer�a La Nobleza,Comuna 16 Bel�n,El Rinc�n,CR 78   2 A  21,Formal,Compra y Venta de material,120,No los compran.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,1,11/2/2012 13:57,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"(4712571.5945, 2246666.5584000014)",2269,2012,4712571.595,2246666.558,Excedentes Industriales La 78-21,Comuna 16 Bel�n,San Bernardo,CR 78   21 A  14,Formal,Compra y Venta de material,192,NR.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,0,11/2/2012 10:18,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"(4712831.281400001, 2246923.3154000025)",2270,2012,4712831.281,2246923.315,Sol Naciente,Comuna 16 Bel�n,San Bernardo,CR 76   26 A  36,Formal,Compra y Venta de material,60,NR.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,0,11/2/2012 9:49,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
